index,score
533,2.889087923
534,3.17567697
535,2.928228773
536,2.884412134
537,2.608796856
538,3.337452564
539,2.105760509
540,2.453508945
541,2.758771239
542,2.063500324
543,3.519361272
544,2.641102643
545,1.797402483
546,2.906566471
547,3.272327874
548,2.010873132
549,3.03628968
550,2.315711183
551,2.788206937
552,2.109023284
553,2.347832936
554,2.04378662
555,1.879708914
556,2.706667794
557,2.871408709
558,2.643268307
559,2.813668432
560,2.999572226
561,2.239306992
562,2.067363213
563,2.750109503
564,2.390405296
565,2.089777616
566,3.590344237
567,2.938786696
568,2.89499291
569,2.186611989
570,2.294776781
571,2.575479216
572,2.686702813
573,2.859198765
574,2.858724211
575,2.425957981
576,2.760955534
577,3.472776952
578,2.591771142
579,1.995163452
580,2.729730671
581,3.064389914
582,2.604958871
583,2.802934829
584,2.426059346
585,2.294321792
586,2.147754374
587,2.211618807
588,2.315843459
589,2.785416617
590,1.8047256
591,2.510231052
592,3.003999589
593,3.109334795
594,2.434302693
595,2.411542993
596,3.3310613
597,2.310950202
598,2.394889701
599,2.316553449
600,3.192337024
601,3.127290541
602,2.4808662
603,2.107532179
604,2.330016161
605,2.358034669
606,1.814883039
607,2.252165995
608,2.169969823
609,3.054285006
610,2.109929628
611,2.733137928
612,3.554295927
613,2.388624447
614,3.051157529
615,3.657568692
616,3.147393393
617,2.679415355
618,3.27391207
619,3.243398876
620,2.902946809
621,2.978053043
622,2.886393566
623,3.212489499
624,2.739394661
625,2.64962563
626,2.762935446
627,3.175899058
628,3.065035622
629,3.20476467
630,3.333518096
631,3.402540039
632,3.04745705
633,3.12916158
634,2.837762804
635,3.226046294
636,3.326449919
637,3.428054581
638,3.41462074
639,3.335559666
640,3.446117714
641,2.454179909
642,2.703412757
643,3.190651765
644,3.368056586
645,2.28991417
646,3.534242212
647,3.051999269
648,2.698362115
649,2.98500298
650,2.7906563
651,2.887351848
652,2.393523006
653,2.622839189
654,1.609996412
655,1.958254129
656,2.52553631
657,3.324159047
658,2.510118895
659,2.663875735
660,2.783751932
661,2.734200831
662,2.570084886
663,2.625533475
664,2.490994123
665,1.993525606
666,2.395713419
667,2.377135152
668,2.082407225
669,2.776670641
670,2.221519723
671,1.88273436
672,3.369075181
673,2.797085962
674,2.519600067
675,2.195329412
676,2.417485537
677,2.178315809
678,2.108456512
679,2.622239089
680,2.560556745
681,1.718818809
682,2.330024404
683,2.507219103
684,2.478876232
685,2.507067383
686,2.609560886
687,2.73123819
688,2.628507805
689,3.066716121
690,2.863435823
691,2.869207311
692,1.862350571
693,2.26896116
694,3.271712665
695,3.009021149
696,2.846650105
697,2.624102497
698,2.581682847
699,1.743169401
700,2.803111162
701,2.897765244
702,2.457372725
703,2.180865444
704,2.942599266
705,2.520466553
706,3.332614696
707,2.087649695
708,2.820322149
709,2.248136071
710,2.650704855
711,3.403643541
712,2.444990488
713,2.660457639
714,2.619970643
715,2.491014478
716,2.262196977
717,2.940188557
718,3.203770753
719,3.107794897
720,2.588274904
721,2.520624346
722,2.535617536
723,2.678988949
724,2.455534596
725,2.638233641
726,2.482436658
727,2.532359888
728,2.322417474
729,2.7913678
730,2.452554136
731,2.734046744
732,2.861420332
733,2.46597762
734,3.060166639
735,2.438028592
736,3.109113219
737,2.914037331
738,2.950408391
739,2.743250341
740,2.976191283
741,2.319535409
742,2.440079366
743,2.456008739
744,2.486891305
745,2.74470519
746,2.501828536
747,2.506091979
748,2.807966445
749,2.358916702
750,2.334148932
751,2.70566975
752,2.634228912
753,2.288449682
754,2.541113548
755,2.450563066
756,2.897992507
757,2.983290574
758,1.936561304
759,2.570706253
760,2.233535799
761,2.436408441
762,2.808343346
763,2.757566857
764,2.486796043
765,2.969918632
766,2.579001276
767,3.099901097
768,2.752235341
769,2.627734455
770,2.429059216
771,2.168142878
772,2.749669349
773,2.268112166
774,2.535317345
775,2.616677019
776,2.839029751
777,2.330996674
778,2.015434857
779,2.468535462
780,2.928362383
781,2.902626706
782,2.331332797
783,2.367929775
784,2.185235981
785,2.244287624
786,1.945348546
787,2.452012285
788,3.051771479
789,2.68916314
790,2.848527653
791,2.499569051
792,2.105283402
793,2.924909985
794,2.706126295
795,2.485065977
796,2.512110989
797,2.174384214
798,2.707174939
799,2.118100141
800,2.404426695
801,2.57075199
802,2.45361157
803,2.833406461
804,2.691314288
805,3.32826764
806,2.210957596
807,2.455578497
808,2.839339911
809,2.264831226
810,2.291716411
811,2.467968826
812,2.639943234
813,2.458466684
814,3.077037327
815,1.913438274
816,2.825785435
817,2.54317885
818,1.802402045
819,1.662455229
820,2.714586283
821,2.614206566
822,2.611728807
823,2.385108338
824,2.488033903
825,2.927828283
826,2.153541937
827,2.804410455
828,2.660018291
829,2.782370644
830,2.273851544
831,2.237012831
832,2.34364729
833,2.643046398
834,2.799449194
835,2.46105442
836,1.931224058
837,2.602846008
838,2.6314389
839,2.968625461
840,2.748298776
841,2.044303076
842,2.017043654
843,2.696932676
844,3.355789772
845,2.513297404
846,3.108807934
847,2.316198199
848,2.609420685
849,2.276810842
850,2.397466908
851,2.834940928
852,2.673181257
853,2.377575209
854,2.527979566
855,2.379143175
856,2.727218519
857,2.527360235
858,2.389303997
859,2.565307419
860,2.717393981
861,2.317007369
862,2.698776449
863,2.83013353
864,2.511107963
865,2.32014342
866,2.1054453
867,2.68690622
868,2.537659582
869,2.523836006
870,2.160869361
871,2.530286279
872,2.644344665
873,2.581134431
874,2.453092832
875,2.419177277
876,3.019655312
877,2.98417994
878,2.42266721
879,3.20124486
880,2.354234192
881,2.601981449
882,2.715996636
883,2.745939006
884,2.168283787
885,2.615473934
886,2.651045723
887,3.570839704
888,2.720205483
889,2.854715126
890,2.199842947
891,2.870734356
892,2.165205857
893,1.962287608
894,2.292884461
895,2.334151909
896,2.99029097
897,1.738747239
898,2.263902945
899,2.757751357
900,2.84002729
901,2.296422616
